Sequence Number,Channel1,Channel2,Channel3
57950,19128,32068,32852
58000,16708,30457,36644
58050,40364,33000,35648
58100,31908,34656,31624
58150,58632,29140,31792
58200,24288,32448,28592
58250,41664,32992,35096
58300,39000,33572,38512
58350,30088,32080,27880
58400,15944,29688,26548
58450,5492,32612,30272
58500,17720,33520,30805
58550,27316,32544,32956
58600,30616,32646,32164
58650,25868,32996,32516
58700,31348,31044,33732
58750,36784,32182,32452
58800,30604,32506,34638
58850,28760,33208,33740
58900,27068,31672,33632
58950,34040,32140,33660
59000,40138,32806,33548
59050,40632,32328,34140
59100,21996,32061,34460
59150,45580,31858,32894
59200,24014,33152,32356
59250,33368,33414,32596
59300,32572,32732,32848
59350,29833,33012,32700
59400,32996,32724,32296
59450,26544,32464,32544
59500,32833,32844,32824
59550,32548,32750,32135
59600,33076,32748,32153
59650,32980,33000,33616
59700,32724,33032,32917
59750,34246,32652,31868
59800,33012,32689,33465
59850,32864,32824,32772
59900,31912,32625,32481
59950,33080,32884,32728
60000,32958,32960,32857
60050,32924,32740,32996
60100,33172,33028,33193
60150,32856,32334,32942
60200,32888,32695,32988
60250,32908,32903,32676
60300,32980,32967,32964
60350,32668,32644,32817
60400,32920,32676,32450
60450,32901,32727,32892
60500,32928,32876,32889
60550,32892,32824,33016
60600,32968,32812,32916
60650,32804,32168,33400
60700,32913,32925,32984
60750,32972,32853,32797
60800,32824,32764,32848
60850,32924,32628,32804
60900,32844,32820,32724
60950,32932,32900,32850
61000,32772,32750,32872
61050,32928,32716,32520
61100,32844,32852,32975
61150,32856,32894,32866
61200,32874,32645,32880
61250,32868,32336,32888
61300,32832,32728,32840
61350,32860,32775,32961
61400,32785,33036,32728
61450,32836,33040,32714
61500,33092,32884,32580
61550,32764,32469,32842
61600,32860,32765,33052
61650,32784,32927,32657
61700,32764,32984,32802
61750,32860,32685,32717
61800,32856,32800,32832
61850,32916,32796,32880
61900,32708,32340,32781
61950,32696,32769,32964
62000,32748,32839,32812
62050,32892,32814,32712
62100,32868,32916,32588
62150,32768,32744,32700
62200,32769,32684,33059
62250,32820,32554,32782
62300,32805,32804,32344
62350,32876,32693,33116
62400,32706,33031,33009
62450,32776,32762,32648
62500,32960,32996,32918
62550,32756,32802,32935
62600,32800,32708,32820
62650,32724,32898,33117
62700,32780,32905,32260
62750,32744,32892,32779
62800,32696,32824,32772
62850,32852,32849,32526
62900,32726,32901,33134
62950,32693,32698,32805
63000,32496,32747,32858
63050,32756,32864,33108
63100,31760,33000,32912
63150,32660,32646,32724
63200,32444,32683,32152
63250,32326,32892,32844
63300,32616,33108,32720
63350,32792,32936,32972
63400,33452,32444,33236
63450,32736,32902,33324
63500,32474,32941,32709
63550,32540,32725,33464
63600,32367,32736,32832
63650,32340,32612,33030
63700,33321,32460,32905
63750,33660,32696,32906
63800,32064,33036,32464
63850,32704,33140,33296
63900,32584,32789,33192
63950,32532,32856,32489
64000,32628,32896,32957
64050,32636,32736,33156
64100,32728,33182,32987
64150,32808,32692,33436
64200,32660,33018,32968
64250,32689,32708,33134
64300,32720,33040,32653
64350,32612,32892,33108
64400,32740,32807,32858
64450,32806,32796,32780
64500,32665,32825,32768
64550,32752,32742,32582
64600,32690,32830,32800
64650,32728,32902,32552
64700,32724,32748,32772
64750,32858,32769,33016
64800,32688,32722,32700
64850,32752,33004,32236
64900,32758,32596,32512
64950,32736,32775,33072
65000,32950,32894,32832
65050,32900,32862,32836
65100,33160,32740,32956
65150,32708,32817,32385
65200,31620,32664,32782
65250,32316,32868,33050
65300,32330,32710,33030
65350,33076,32804,32698
65400,31488,32734,32935
65450,33968,32696,33012
65500,33196,32652,32764
65550,32732,32980,32656
65600,35344,32728,33257
65650,32068,32756,32833
65700,33488,32708,32830
65750,36324,32648,32751
65800,32682,32529,33032
65850,32552,32680,32812
65900,33580,32712,32588
65950,32936,32692,32681
66000,30788,32666,32860
66050,32892,32784,32880
66100,33048,32752,32910
66150,34472,33177,33116
66200,32760,32992,32596
66250,32612,32684,32864
66300,32576,32692,32744
66350,32848,32576,32937
66400,32808,32893,32889
66450,32852,32796,32848
66500,32464,32629,32900
66550,32238,32612,32828
66600,32612,32748,32653
66650,32556,32730,32744
66700,32009,32732,32494
66750,32973,33038,32802
66800,32580,32808,32837
66850,32472,32752,32600
66900,32593,32436,32744
66950,32553,32509,32712
67000,33149,32775,32858
67050,32952,32670,32909
67100,32012,32720,33228
67150,32560,32525,32997
67200,32436,32405,33100
67250,32060,32433,32836
67300,32252,32376,32957
