Sequence Number,Channel1,Channel2,Channel3
11300,32788,32616,32868
11350,32840,32868,32814
11400,32768,32900,32876
11450,32880,32510,32758
11500,32740,32732,32473
11550,32912,32620,32943
11600,32888,32910,32684
11650,32840,32871,32848
11700,32684,32647,32892
11750,32804,32644,32956
11800,33056,31915,32776
11850,32776,33261,32864
11900,32845,32996,32900
11950,32968,33084,32868
12000,32828,35462,32908
12050,32652,31993,32956
12100,32956,31908,32704
12150,32852,25688,33172
12200,32776,34500,32600
12250,32796,31972,32844
12300,32757,35900,32748
12350,32640,32104,33036
12400,32836,29220,32744
12450,32844,31788,32688
12500,32853,31900,32628
12550,32816,30860,32629
12600,32916,32436,32838
12650,32868,37745,32875
12700,32684,33760,33114
12750,32684,33260,32948
12800,32768,31018,32576
12850,32880,31983,32693
12900,32752,33144,32880
12950,32892,32620,32736
13000,32740,34817,32916
13050,32656,44328,32878
13100,32856,29292,33040
13150,32880,28432,32958
13200,32980,36672,33088
13250,32725,28172,32920
13300,32748,35456,32828
13350,32828,31738,32900
13400,32848,26636,32720
13450,32681,26076,32932
13500,32792,32645,33024
13550,32880,34885,33020
13600,32756,33568,33088
13650,32968,27661,32696
13700,32844,32360,33088
13750,32744,32876,32678
13800,32885,32780,33360
13850,32772,32580,32800
13900,32740,32502,32693
13950,32784,32860,32808
14000,32762,32580,32972
14050,32792,32672,32935
14100,32836,32677,32957
14150,32801,32940,32764
14200,32788,32805,32764
14250,32760,32584,32871
14300,32800,32612,32844
14350,32876,32583,32903
14400,32816,32870,32620
14450,32836,33184,32800
14500,32833,32887,32708
14550,32792,32375,32834
14600,32724,33856,32679
14650,32832,33357,32900
14700,32812,32216,33005
14750,32802,31381,32813
14800,32768,35392,32628
14850,32812,34920,32836
14900,32716,27828,33292
14950,32852,32506,32886
15000,32844,32716,32767
15050,32788,31748,32996
15100,32904,31700,32972
15150,32836,37892,32720
15200,32765,31604,32852
15250,32800,29310,32816
15300,32836,33880,32895
15350,32852,31316,32700
15400,32661,27924,32904
15450,32892,30208,32808
15500,32724,37604,32902
15550,32876,31018,33012
15600,32865,31382,32932
15650,32837,32784,32956
15700,32608,33592,32774
15750,32888,31745,32844
15800,32852,33440,32920
15850,32778,30252,32940
15900,32960,37184,32817
15950,32812,32588,32809
16000,32604,30708,33072
16050,32652,32736,32552
16100,32937,36964,32952
16150,32698,31688,32932
16200,32852,33656,32685
16250,32966,26320,32880
16300,32860,23052,32826
16350,32936,32908,32704
16400,32620,37257,32820
16450,32888,37532,32792
16500,32636,26292,32640
16550,32766,28980,32920
16600,32776,34912,32812
16650,32788,29701,32797
16700,32968,28604,32748
16750,33128,38968,32652
16800,32976,33781,32824
16850,32858,26114,32902
16900,33149,34176,32544
16950,32848,35056,32766
17000,32390,38884,33012
17050,32846,35351,32756
17100,31617,32848,32801
17150,32596,35716,32636
17200,32796,31808,32960
17250,32764,32615,32908
17300,32768,32596,32753
17350,32824,32636,32678
17400,32800,32822,33025
17450,32788,32644,32895
17500,32744,32893,32941
17550,32841,32789,32868
17600,32916,32528,32881
17650,32836,32604,32772
17700,32764,32625,32920
17750,32832,32920,32653
17800,32885,32872,32900
17850,32864,32725,32852
17900,32796,32740,33061
17950,32820,32724,32944
18000,32796,32556,32607
18050,32736,32844,32737
18100,32864,32885,32704
18150,32696,32774,33049
18200,32780,32824,32817
18250,32776,32575,32775
18300,32940,32655,33124
18350,32860,32848,32720
18400,32768,32895,32780
18450,32798,32676,32791
18500,32776,32760,32960
18550,32836,32933,32996
18600,32788,32828,32972
18650,32826,32632,32775
18700,32768,32748,32789
18750,32748,32517,32905
18800,32800,32840,32708
18850,32848,32772,32854
18900,32740,32533,32849
18950,32818,32849,32764
19000,32784,32710,32668
19050,32852,32548,32644
19100,32836,32630,32732
19150,32772,32744,32912
19200,32792,32630,32961
19250,32832,32468,32680
19300,32864,32877,32612
19350,32788,32580,32670
19400,32888,32801,32775
19450,32888,32914,32593
19500,32840,32676,32540
19550,32760,32764,32912
19600,32856,32668,32788
19650,32840,32815,32628
19700,32780,32703,32711
19750,32892,32846,33040
19800,32836,32698,32868
19850,32696,32881,32820
19900,32896,32832,32966
19950,32792,32708,32821
20000,32840,32607,32580
20050,32845,32852,32692
20100,32840,32506,32799
20150,32772,32909,32872
20200,32820,32753,32885
20250,32866,32676,32869
20300,32769,32632,32840
20350,32844,32646,32741
20400,32808,32581,32516
20450,32804,32848,32828
20500,32880,32750,32810
20550,32866,32863,32896
20600,32876,32564,32865
20650,32832,32620,32885
20700,32792,32834,32616
20750,32844,32792,32950
20800,32936,32750,32848
20850,32756,32792,32812
20900,32776,32612,32900
20950,32805,32861,33248
21000,32804,32791,32916
21050,32814,32576,32916
21100,32956,32608,32679
21150,32824,32849,32820
21200,32788,32814,32802
21250,32813,32677,32996
21300,32878,32836,32708
21350,32740,32868,32600
21400,32848,32985,32892
21450,32788,32856,32654
21500,32848,32772,32741
21550,32696,32770,32580
21600,32776,32861,32761
21650,32732,32529,32716
21700,32810,32775,32885
21750,32749,32903,32984
21800,32860,32561,32856
21850,32848,32476,32860
21900,32828,32596,32964
21950,32828,32708,32732
22000,32866,32704,32800
22050,32836,32645,32840
22100,32876,32913,32674
22150,32769,32809,32983
22200,32821,32772,32732
22250,32856,32827,32929
22300,32736,32868,32294
22350,32192,32846,33016
22400,32156,32690,32153
22450,31776,33312,32328
22500,31940,32448,33104
22550,32952,32090,32664
22600,32416,32914,32324
22650,33140,32817,34900
22700,33676,32884,34558
22750,35728,32656,33512
22800,33812,32450,31564
22850,33209,32912,28869
22900,32820,32824,28120
22950,30368,32409,30696
23000,30416,32744,28784
23050,31708,32733,39464
23100,33092,32532,27642
23150,33900,32885,25121
23200,32396,32236,36503
23250,33380,32832,43500
23300,26124,32980,33344
23350,31884,32548,34680
23400,32376,32620,31784
23450,33876,32613,33050
23500,35380,33012,36996
23550,33452,32703,33504
23600,34356,32600,35484
23650,32528,32892,28114
23700,33614,32688,32664
23750,26368,32916,32231
23800,30592,32677,29268
23850,29932,32878,37856
23900,33632,32856,33352
23950,30668,32972,31834
24000,30200,32744,37612
24050,32304,32865,33204
24100,25504,32636,34996
24150,35076,32848,30816
24200,33464,32584,30660
24250,33092,32924,34554
24300,33316,32588,33444
24350,35944,32772,31869
24400,33900,32618,32680
24450,35340,32889,33744
24500,36844,32796,29828
24550,31880,32616,30888
24600,34288,32710,30964
24650,30200,32581,35400
24700,31552,32816,31920
24750,32896,32840,33030
24800,32772,32648,32988
24850,32640,32836,32365
24900,33504,32496,32588
24950,32708,32876,32524
25000,36420,32700,32984
25050,32954,32866,32742
25100,33216,32756,31792
25150,33254,32652,32548
25200,33297,32629,32368
25250,30477,32856,27791
25300,32816,32614,32785
25350,31572,32845,33116
25400,33076,32772,32961
25450,32952,32854,32924
25500,32768,32623,37215
25550,32852,32710,33017
25600,32844,32828,32554
25650,32776,32724,32712
25700,32876,32838,33092
25750,32805,32657,32844
25800,32812,32845,32640
25850,32832,32612,34728
25900,32824,32892,32732
25950,32766,32876,32148
26000,32848,32841,32836
26050,32804,32921,32972
26100,32940,32876,33705
26150,32946,32580,31713
26200,32744,32644,32237
26250,32424,32849,33362
26300,33416,32584,32852
26350,32956,32712,29734
26400,32256,32753,33476
26450,33488,32648,32668
26500,32468,32886,36372
26550,33592,32802,33125
26600,33936,32885,35272
26650,34536,32700,37772
26700,33872,32728,30312
26750,33600,32844,33496
26800,30820,32584,45940
26850,33020,32520,29254
26900,33884,32756,33444
26950,34392,32490,34420
27000,33189,32832,37436
27050,31404,32872,33341
27100,33564,32512,36088
27150,31428,32788,35700
27200,30232,32887,34748
27250,34700,32908,33072
27300,31364,32868,30264
27350,24152,33038,35956
27400,33012,32604,34188
27450,28760,32856,27976
27500,35018,32573,31469
27550,34528,32804,31124
27600,30112,32596,36616
27650,35436,32829,32345
27700,32064,32892,30861
27750,28592,32792,33080
27800,35120,32630,31292
27850,33532,32668,34848
27900,34692,33006,33045
27950,36208,33052,31588
28000,34581,32464,28901
28050,32656,32584,35132
28100,29572,32784,36885
28150,32044,32592,36824
28200,34129,32735,30288
28250,32736,32684,29012
28300,27152,32852,31312
28350,35496,32888,28628
28400,34724,32548,31329
28450,34532,32832,30068
28500,28800,32900,33376
28550,33536,32820,33833
28600,32716,32632,42036
28650,32485,32892,29273
28700,31420,32792,30784
28750,34828,32928,33756
28800,33700,32536,29472
28850,33320,32689,34228
28900,26528,33048,36452
28950,36888,32836,33484
29000,32572,32704,30760
29050,42860,32788,29364
29100,31128,32775,31008
29150,32905,32812,27296
29200,34756,33080,29428
29250,29126,33008,37028
29300,33736,32811,32076
29350,26272,32436,31420
29400,29336,32928,31188
29450,31432,32640,31970
29500,26180,32632,36116
29550,34204,32788,31992
29600,31153,32784,33510
29650,29826,32676,33400
29700,35296,32828,38188
29750,32084,32876,30212
29800,33740,32908,29584
29850,32977,32684,32607
29900,35824,32870,30948
29950,32824,32895,32066
30000,33188,32716,32404
30050,34024,32672,31430
30100,33116,32572,32858
30150,33172,32815,32661
30200,33084,32501,31844
30250,32280,32941,32676
30300,34308,32824,32484
30350,32816,32824,32749
30400,32620,32520,32753
30450,32980,32640,34048
30500,33000,32832,32831
30550,33100,32764,31085
30600,32908,32584,32718
30650,32816,32556,31502
30700,33164,32785,34148
30750,32736,32806,32885
30800,33012,32624,32722
30850,32816,32582,32953
30900,32880,32845,32780
30950,32804,32576,32300
31000,32852,32716,32901
31050,32836,32853,32477
31100,32800,32802,32772
31150,32824,32634,32701
31200,32796,32864,33391
31250,32828,32642,33079
31300,32796,32852,32097
31350,32864,32804,32543
31400,32776,32620,32562
31450,32833,32816,32717
31500,32836,32597,32572
31550,32804,32616,32840
31600,32800,32550,32620
31650,32752,32889,32918
31700,32784,32676,32365
31750,32840,32832,32828
31800,32832,32816,32866
31850,32840,32694,33158
31900,32660,32856,32903
31950,32808,32622,32758
32000,32836,32836,32648
32050,32894,32876,32246
32100,32868,32849,32868
32150,32836,32752,32796
32200,32820,32900,32768
32250,32752,32792,32924
32300,32796,32852,32719
32350,32752,32744,32996
32400,32824,32812,32681
32450,32832,32708,32880
32500,32824,32782,32788
32550,32824,32625,32582
32600,32768,32540,32646
32650,32840,32596,32468
32700,32784,32951,33010
32750,32832,32888,32725
32800,32780,32764,32449
32850,32800,32709,32830
32900,32876,32808,32941
32950,32844,32564,32908
33000,32826,32732,32858
33050,32812,32628,32852
33100,32845,32532,32980
33150,32824,32864,32657
33200,32796,32920,32501
33250,32826,32617,33212
33300,32848,32678,32793
33350,32788,32880,32872
33400,32868,32772,32948
