Sequence Number,Channel1,Channel2,Channel3
27950,32684,32756,31900
28000,32825,32800,31604
28050,32902,32768,28724
28100,32908,32780,27486
28150,32698,32915,31212
28200,32853,32844,31889
28250,32770,32948,27688
28300,32692,32956,37047
28350,32904,32692,26046
28400,32556,32849,31804
28450,32949,32925,27484
28500,33164,32897,24342
28550,33012,32629,31415
28600,32780,32718,31249
28650,32776,32897,38908
28700,32613,32592,31004
28750,32677,32820,38721
28800,32872,32919,32694
28850,32740,32868,31961
28900,32828,32740,32729
28950,32820,32745,31687
29000,32710,32749,33113
29050,32832,32871,32844
29100,32752,32941,32622
29150,32734,32977,32712
29200,32868,32775,32073
29250,32784,32924,32503
29300,32792,32708,32728
29350,32804,32844,30533
29400,32720,32820,35045
29450,32788,32745,31340
29500,32804,32847,32521
29550,32832,32719,33098
29600,32832,32720,32365
29650,32764,32940,31385
29700,32790,32760,32025
29750,32780,32944,36508
29800,32784,32746,30879
29850,32728,32857,30882
29900,32872,32600,41660
29950,32690,32988,32268
30000,32766,32684,30468
30050,32724,32804,27648
30100,32772,32749,26726
30150,32772,32796,26428
30200,32948,32700,41137
30250,32740,32897,33301
30300,32640,32716,32697
30350,32936,32848,34640
30400,32826,32775,33022
30450,32800,32740,31975
30500,32810,32933,32935
30550,32812,32986,32788
30600,32766,32736,32711
30650,32876,32772,32732
30700,32868,32911,32984
30750,32902,32737,33002
30800,32904,32692,32359
30850,32901,32740,33141
30900,32868,32672,32793
30950,32876,32839,32724
31000,32820,32821,32853
31050,32856,32705,33180
31100,32887,32856,32665
31150,32767,32921,32830
31200,32832,32791,32741
31250,32956,32715,32596
31300,32897,32767,32805
31350,32837,32688,32678
31400,32768,32913,32399
31450,32860,32665,32717
31500,32821,32761,33151
31550,32801,32732,32620
31600,32743,32743,32065
31650,32864,33001,32464
31700,32768,32924,33612
31750,31076,32748,32424
31800,32446,32868,33101
31850,32356,32684,32762
31900,32928,32768,32980
31950,32772,32989,33068
32000,32800,32868,32620
32050,32816,32956,32481
32100,32832,32683,34868
32150,32824,32760,32980
32200,33125,32671,32883
32250,32244,32900,32716
32300,34193,32741,32552
32350,33024,32769,32900
32400,32804,32911,32686
32450,32792,32912,32801
32500,32793,32959,32697
32550,32812,32762,32902
32600,32888,32772,32752
32650,32780,32910,32832
32700,32816,32733,32910
32750,32772,32784,32884
32800,32792,32959,32740
32850,32884,33030,32832
32900,32816,32775,32911
32950,32785,32660,32741
33000,32878,32892,32796
33050,32764,32839,32807
33100,32849,32801,32856
33150,32818,32876,32700
33200,32764,32887,32741
33250,32772,32832,32924
33300,32856,32948,32660
33350,32809,32826,32797
33400,32848,32727,32788
33450,32868,32639,32818
33500,32856,32677,32682
33550,32772,32921,32852
33600,32816,32665,32327
33650,32789,33001,32828
33700,32756,32813,32743
33750,32792,32953,34660
33800,32820,32705,32180
33850,32868,32806,32869
33900,32880,32765,32876
33950,32832,32885,32636
34000,32710,32711,32855
34050,32836,32697,32866
34100,32844,33007,32834
34150,32856,33029,33029
34200,32776,32877,32793
34250,32885,32833,32917
34300,32858,32880,32834
34350,32624,32876,32957
34400,32884,32856,33228
34450,32860,32700,32593
34500,32826,32798,32677
34550,32796,32943,32675
34600,32930,32788,31932
34650,32911,32975,32870
34700,32812,32786,32720
34750,32898,32812,32923
34800,32796,32701,32397
34850,32784,32726,32679
34900,32824,32905,33376
