Sequence Number,Channel1,Channel2,Channel3
5000,32604,35605,33428
5050,32588,32774,33136
5100,32872,32272,32820
5150,32032,34042,32644
5200,32856,29105,32678
5250,32800,32674,32628
5300,32972,42020,32780
5350,32844,32052,32976
5400,32808,32176,32657
5450,32881,31620,32689
5500,32746,31469,33015
5550,32724,33070,32689
5600,32772,32680,32709
5650,32760,33940,32640
5700,32997,32794,32847
5750,32776,32626,33121
5800,31956,32052,32458
5850,33916,31908,33207
5900,33360,34764,32444
5950,33552,30316,31222
6000,33044,32848,32761
6050,32640,32081,37877
6100,34360,32704,33670
6150,32328,31620,31128
6200,34376,29064,34088
6250,32956,30092,28902
6300,30676,32236,32689
6350,35632,29625,38752
6400,31284,30788,19254
6450,29962,30024,28072
6500,32608,33156,31516
6550,30865,33377,34977
6600,37312,32660,33356
6650,32432,31276,33829
6700,37722,31832,33297
6750,31433,31476,33986
6800,28784,32258,32160
6850,35176,32337,32132
6900,28972,31604,34000
6950,34277,32270,31942
7000,23272,39848,33068
7050,35612,31224,32928
7100,31366,33415,33416
7150,17416,29828,33432
7200,32636,33048,32952
7250,32341,32432,32677
7300,28678,36912,32528
7350,30884,30840,33096
7400,21434,32832,32384
7450,33984,32702,33092
7500,35274,31972,32988
7550,24220,41572,32504
7600,39081,32238,33370
7650,32300,32612,32910
7700,34116,31062,32524
7750,32214,33520,32772
7800,26604,28849,32932
7850,34428,33694,32856
7900,31448,32987,33116
7950,32664,33552,33488
8000,32874,34522,30370
8050,32413,32764,31944
8100,35416,32692,33088
8150,32848,32688,32972
8200,32792,32518,32084
8250,32824,34124,33073
8300,33012,32293,32400
8350,32740,31298,32679
8400,32724,31660,32748
8450,32832,33902,32719
8500,32844,34805,32776
8550,32844,31268,32876
8600,32786,35816,32775
8650,32788,33504,32992
8700,32804,34814,32764
8750,32794,34928,32618
8800,32772,37424,32900
8850,32793,32352,32850
8900,32808,32980,32756
8950,32736,32230,32996
9000,32756,31529,32684
9050,32772,34874,32724
9100,32788,32560,32961
9150,32836,32554,32516
9200,34080,31266,32774
9250,32634,34904,32008
9300,33484,32149,33008
9350,28832,31940,35088
9400,32820,31508,32693
9450,28656,28862,33968
9500,34244,32404,36932
9550,34176,36664,51240
9600,30096,31824,35328
9650,35776,32698,41764
9700,33414,26176,32064
9750,26221,33193,30616
9800,26380,29722,32760
9850,33764,34472,31700
9900,35850,33820,34276
9950,30452,32616,31992
10000,19724,32361,32158
10050,28244,33236,32450
10100,24568,34836,33032
10150,36128,32408,32036
10200,26830,32766,32704
10250,31240,31872,33084
10300,31284,32436,32667
10350,32136,32540,33094
10400,35720,33188,32634
10450,34980,32340,33085
10500,34608,33900,32724
10550,32535,33785,32564
10600,32696,31504,33032
10650,28260,29872,32965
10700,30018,32557,32276
10750,33828,34204,33012
10800,33620,34812,33284
10850,30772,32696,33553
10900,33800,31008,33048
10950,33434,33150,32680
11000,33512,31600,31888
11050,34248,31436,33061
11100,33516,32498,32932
11150,33016,32853,32636
11200,32600,32734,32660
11250,32858,31012,33189
11300,32780,32991,33436
11350,32992,32859,32958
11400,32768,32228,32633
11450,32820,31478,33032
11500,32860,32382,32657
11550,32792,32656,32924
11600,32772,32480,32818
11650,32788,32812,32625
11700,32804,32428,33012
11750,32800,34218,32648
11800,32764,32832,32720
11850,32808,34148,32629
11900,32776,32752,32768
11950,32836,32090,32775
12000,32808,32167,33152
12050,32820,32305,33098
12100,32808,32143,32817
12150,32724,33361,32844
12200,32684,32800,32964
12250,32412,33522,31232
12300,31484,30688,33184
12350,29980,33768,35328
12400,37828,30770,30116
12450,34232,31632,53164
12500,33085,33680,32520
12550,34106,34204,32372
12600,33144,31832,32884
12650,33760,32852,34140
12700,26634,31669,29936
12750,34174,33005,33464
12800,26680,31868,32312
12850,27964,35536,34464
12900,36552,33684,31212
12950,26100,31320,32892
13000,26532,32396,32656
13050,38056,34784,32972
13100,33236,32372,33580
13150,51692,33450,34033
13200,35636,32844,33508
13250,33164,30737,32632
13300,25500,36048,32824
13350,26749,33056,32706
13400,31472,33236,32968
13450,38208,32282,32712
13500,29565,31100,32716
13550,36456,33944,32925
13600,33004,32518,33552
13650,34508,32320,32706
13700,41790,36752,32592
13750,36933,35053,32760
13800,33612,31952,32100
13850,28292,34008,32676
13900,36452,32052,32424
13950,32228,32905,32660
14000,36928,32548,29784
14050,32544,31280,32424
14100,31364,32749,32748
14150,32952,32528,31870
14200,32598,32903,32432
14250,32776,31424,33050
14300,32812,32015,33552
14350,32740,36288,32740
14400,32800,31850,32844
14450,32744,32442,32924
14500,32868,32232,32644
14550,32812,32012,33312
14600,32836,32308,32480
14650,32802,32613,32668
14700,32764,34916,32537
14750,32717,33608,32860
14800,32748,32361,32796
14850,32821,32509,33017
14900,32840,30572,32926
14950,32872,32572,33087
15000,32688,33188,32877
15050,33536,33636,33568
15100,33372,35136,34056
15150,35568,31311,33656
15200,29689,30944,38752
15250,32156,34934,43808
15300,28714,34536,35436
15350,30337,34540,30156
15400,32056,33516,38296
15450,26848,36936,35104
15500,36436,30882,28200
15550,30468,32357,34232
15600,35218,29236,31356
15650,33120,32902,34192
15700,30500,27672,35348
15750,32596,30536,33018
15800,35102,30972,33124
15850,36720,31464,34024
15900,45712,33057,32800
15950,34765,31517,33492
16000,30716,32868,33018
16050,30578,33056,33056
16100,27216,32132,32864
16150,36556,33634,32772
16200,30816,35018,32836
16250,28652,33716,33050
16300,35088,32246,32447
16350,31792,32568,32518
16400,34872,35120,32628
16450,34592,32580,32628
16500,33736,32391,33071
16550,33500,32618,32263
16600,33632,32030,32380
16650,32128,32404,33481
16700,32200,34064,32858
16750,31592,33360,32662
16800,32724,32173,35260
16850,32776,36896,32069
16900,32892,32532,32526
16950,32700,33799,33200
17000,32836,32352,32872
17050,32736,33184,32649
17100,32688,33152,32761
17150,32838,32012,33049
17200,32853,32454,32668
17250,32772,32742,33506
17300,32824,32190,32828
17350,32746,31500,32716
17400,32768,32581,32838
17450,32880,31428,32902
17500,32689,32671,32924
17550,32758,31118,32957
17600,32840,32157,32896
17650,32704,31012,32917
17700,32828,32084,32568
17750,32832,32088,33073
17800,32788,32260,33000
17850,32720,32582,32112
17900,33513,32289,32818
17950,32074,34313,32080
18000,31496,32977,32528
18050,35120,31320,38044
18100,34577,31776,45236
18150,35112,31816,37188
18200,30224,34364,42786
18250,36700,31724,39248
18300,37180,32780,28269
18350,40424,32204,32012
18400,36616,32380,34640
18450,34936,31397,32304
18500,40940,32533,30740
18550,31412,32264,31988
18600,38520,32948,33952
18650,35040,31140,33517
18700,41304,32520,32476
18750,37088,32848,33552
18800,27856,32232,33748
18850,34064,31520,33216
18900,30636,31956,32832
18950,13268,32304,33388
19000,32036,35452,32380
19050,31484,33450,32872
19100,32568,38564,32588
19150,34988,31652,32887
19200,37292,30601,33196
19250,33340,29120,33087
19300,34830,32460,33276
19350,33312,40844,32656
19400,30900,38028,33104
19450,30934,33376,32022
19500,29796,32712,32676
19550,35160,32660,38644
19600,33205,32750,33669
19650,36384,32210,32903
19700,32904,31245,32580
19750,32956,31304,32868
19800,32860,32512,32929
19850,32868,34764,32976
19900,32764,31624,32540
19950,32672,33080,32910
20000,32812,29548,33276
20050,32748,32492,32902
20100,32796,32592,33092
20150,32916,32548,32620
20200,32840,32565,32580
20250,32794,32356,32863
20300,32656,36660,33132
20350,32741,32480,32684
20400,32909,33636,32708
20450,32820,32368,32794
20500,32876,32696,32533
20550,32718,33764,32774
20600,32780,34916,32464
20650,33196,33284,32680
20700,32196,31652,31954
20750,30536,32576,27132
20800,32140,31904,35254
20850,34756,34592,25004
20900,35101,32581,42192
20950,33520,32324,30776
21000,32004,31254,45568
21050,30680,40024,27488
21100,28342,34732,32064
21150,24480,32396,33792
21200,42152,30824,36225
21250,35568,30628,35124
21300,40128,32412,33066
21350,30220,33496,33748
21400,36692,32268,32793
21450,38621,34136,32040
21500,30888,32684,32560
21550,36148,33308,34048
21600,31760,32501,32804
21650,32844,32772,34178
21700,36108,32072,32468
21750,32436,32231,32726
21800,30296,31408,32772
21850,34852,33710,32990
21900,40176,31508,33032
21950,32548,32705,32864
22000,36752,32269,32680
22050,34496,32800,32708
22100,33270,32218,32811
22150,29820,34052,33012
22200,30404,32312,32834
22250,31564,33080,32970
22300,33216,32502,34036
22350,34176,34200,33184
22400,32472,32786,32964
22450,33212,34206,32404
22500,32808,32003,32834
22550,32913,35292,32788
22600,32776,33064,32804
22650,32800,34040,32929
22700,32788,32352,32500
22750,32704,32092,32578
22800,32756,33584,32696
22850,32940,35010,32707
22900,32790,34228,32927
22950,32788,32672,32834
23000,33056,32824,32756
23050,32885,32687,32878
23100,33500,32826,32429
23150,33184,32880,32960
23200,33028,30974,32764
23250,33398,33669,32892
23300,32884,36365,32730
23350,32832,31988,32860
23400,32776,37817,32824
23450,32808,33493,32874
23500,32916,33054,32868
23550,32868,32599,32944
23600,32836,31338,32756
23650,32692,33244,33022
23700,32892,36780,32860
23750,32804,30716,32960
23800,32780,29778,32920
23850,32484,31108,32276
23900,31908,31740,33192
23950,33174,32004,32017
24000,34096,30964,31560
24050,32348,32216,35548
24100,32264,28364,39453
24150,32108,30440,33828
24200,32892,34872,26073
24250,36588,33820,38016
24300,40960,28872,47232
24350,31616,33065,31869
24400,27605,33188,33690
24450,33944,33124,39812
24500,24942,32292,35839
24550,21786,31900,31077
24600,30648,32180,31430
24650,34232,33286,31776
24700,31469,31926,33576
24750,31312,32912,32820
24800,34592,33236,33701
24850,29224,30846,32528
24900,42288,32468,32080
24950,19664,33272,32072
25000,24958,34484,33868
25050,31637,32740,32408
25100,34190,29906,32992
25150,34074,33061,32896
25200,33204,33012,32820
25250,34430,33232,32864
25300,33245,31998,33056
25350,28388,32912,32349
25400,30408,33272,33101
25450,32604,33312,32950
25500,32730,31280,33216
25550,33756,32676,32620
25600,31969,33084,34414
25650,32704,36524,30864
25700,32912,31876,34068
25750,33284,32333,32728
25800,34040,32625,33132
25850,32760,32804,31765
25900,32784,34068,32958
25950,32784,32277,32904
26000,32840,33056,32818
26050,32824,32560,32749
26100,32738,32438,32751
26150,32624,32934,32524
26200,32837,32020,32729
26250,32709,32606,32740
26300,32810,32756,33108
26350,32832,31886,32648
26400,32804,32612,32584
26450,32768,32626,32836
26500,32840,32468,32565
26550,32828,32709,33560
26600,32868,32855,33632
26650,32780,32925,32758
26700,32744,32860,32778
26750,32872,33124,34705
26800,32254,32728,36960
26850,34676,32492,35436
26900,30946,32676,25488
26950,32501,31004,33628
27000,34848,32904,36160
27050,34108,33700,40164
27100,30080,37392,34620
27150,30948,32568,38744
27200,25860,31300,28608
27250,32576,36304,25508
27300,30920,31388,47744
27350,37032,31020,32004
27400,38952,31492,32136
27450,25764,31846,32626
27500,35796,31776,32372
27550,46020,31888,32380
27600,43876,33472,34488
27650,41144,33256,32464
27700,28404,33166,32925
27750,46052,33293,33304
27800,30412,33256,32396
27850,38392,34024,31964
27900,34066,32129,32608
27950,34104,32868,33022
28000,35108,31734,33183
28050,32352,33444,33124
28100,31762,31744,32584
28150,31684,32436,32348
28200,31420,31900,32796
28250,31020,32940,33013
28300,33308,31236,33252
28350,38498,31941,33136
28400,32314,32240,32844
28450,32945,34048,30120
28500,32372,37848,33592
28550,33176,33748,33080
28600,32860,31420,31712
28650,33044,32149,31999
28700,32864,32952,33865
28750,32741,31760,32573
28800,32748,32351,33148
28850,32868,31808,32856
28900,32860,31790,32750
28950,32880,32252,32412
29000,32848,33152,32912
29050,32785,32804,33117
29100,33040,31740,33050
29150,32804,32432,32773
29200,32804,31831,32564
29250,32840,31256,32533
29300,32548,30833,33020
29350,32764,32240,33024
29400,32880,32329,32996
29450,32724,32029,32292
29500,32385,32996,33872
29550,25616,32740,30690
29600,32801,33482,28452
29650,32873,32366,35184
29700,35246,35976,50036
29750,31808,32714,42320
29800,33668,29992,24866
29850,32996,32705,33102
29900,29774,32312,16054
29950,37160,31596,28580
30000,34432,32332,22636
30050,32520,32382,35324
30100,34296,30558,34218
30150,41252,32786,32192
30200,32972,32776,31733
30250,28660,32008,33058
30300,21570,32756,32527
30350,34260,32041,33064
30400,37170,32564,33096
30450,39340,33104,32556
30500,24852,32816,32832
30550,39708,32303,32348
30600,36732,32860,32596
30650,32848,31953,32352
30700,33520,35132,33744
30750,29476,32921,33124
30800,32256,32113,32524
30850,32786,30804,32332
30900,31772,33192,32487
30950,34785,32871,32300
31000,32058,32588,32600
31050,33980,32420,38127
31100,34752,32772,33302
31150,32704,33680,32124
31200,32889,31596,31958
31250,32736,31908,32484
31300,32762,32740,33099
31350,32640,32564,32839
31400,32856,32256,32815
31450,32896,33805,32716
31500,32772,32672,32852
31550,32836,32694,32964
31600,32868,33077,32719
31650,32812,31733,32716
31700,32848,30425,32878
31750,32856,32766,32694
31800,32824,32062,32791
31850,32860,35620,32981
31900,32732,32060,32648
31950,32912,34181,32497
32000,31780,32533,32758
32050,32818,31892,32924
32100,34320,31512,29872
32150,31508,32456,32908
32200,34548,32526,33785
32250,30108,32860,35592
32300,28468,29393,31358
32350,33066,32484,32120
32400,32357,33204,33510
32450,31584,31402,43680
32500,34946,32461,36592
32550,37912,31016,24858
32600,33900,32482,36508
32650,33040,26252,29792
32700,31140,32553,37716
32750,23261,34168,30532
32800,33404,33364,35792
32850,34277,30092,33856
32900,39032,32912,32940
32950,34884,32756,32836
33000,36004,33021,31580
33050,31744,32500,32100
33100,30020,33892,32304
33150,35172,32272,33016
33200,31120,33108,32560
33250,28956,32600,32936
33300,34008,32633,32684
33350,36204,32840,32816
33400,32058,32368,32924
33450,31008,32870,33405
33500,32044,33304,33236
33550,34252,33672,32734
33600,34520,30418,32796
33650,32584,33060,32978
33700,33143,32102,31342
33750,31938,33444,32548
33800,34020,32720,32840
33850,32816,32701,32366
33900,32828,35768,32948
33950,32812,32805,32708
34000,32804,32488,32734
34050,32752,32750,32775
34100,32812,31148,32553
34150,32824,32696,32668
34200,32828,32513,32536
34250,32795,32212,33005
34300,32868,32441,32700
34350,32748,32804,33878
34400,32794,32238,32738
34450,32920,32660,32641
34500,32800,40918,32786
34550,32968,32623,32574
34600,32852,31852,32748
34650,32744,32151,32484
34700,32752,31660,32807
34750,32813,31760,32882
34800,32680,31836,33066
34850,32820,32448,32800
34900,32756,33158,32876
34950,32776,31504,32798
35000,32809,34708,32860
35050,32748,34800,32620
35100,32852,35964,32908
35150,32752,34917,32968
35200,32759,37973,32685
35250,32556,26968,32848
35300,32758,29700,32992
35350,32844,33292,32796
35400,32970,14945,32872
35450,33068,34432,32712
35500,32956,25288,32464
35550,33122,30784,33126
35600,32728,30471,33036
35650,33016,31090,33376
35700,32660,39876,32896
35750,32786,34456,33384
35800,32816,39300,32698
35850,32824,35930,33213
35900,32892,29750,32856
35950,32746,30688,32808
36000,32800,32760,32921
36050,32848,44920,32664
36100,32672,28734,32816
36150,32820,33744,32852
36200,32866,35954,32520
36250,32896,24728,32928
36300,32652,33501,33031
36350,32704,30961,32952
36400,32748,39188,32708
36450,32833,36794,32280
36500,32824,34854,33108
36550,32756,30526,32892
36600,32772,32229,32884
36650,32676,40845,33180
36700,32772,37812,32716
36750,32880,27436,32676
36800,32840,30997,32926
36850,32912,19458,32732
36900,32688,26238,32796
36950,32716,20990,32735
37000,32840,32156,32764
37050,32836,33492,32885
37100,32852,32844,32748
37150,32796,31636,32900
37200,32637,30692,33172
37250,32868,35352,32717
37300,32818,33648,32940
37350,32816,32838,32904
37400,32825,32880,32765
37450,32808,32943,32724
37500,32764,32835,32724
37550,32824,31401,32912
37600,32770,32513,32702
37650,32784,32832,32989
37700,32856,32812,32801
37750,32710,33578,32753
37800,32868,32503,32737
37850,32834,32078,32808
37900,32756,33020,32708
37950,32732,33207,32948
38000,32824,33180,32652
38050,32784,32104,32864
38100,32832,32749,32928
38150,32820,31951,32813
38200,32766,32284,32708
38250,32784,32304,32750
38300,32736,32044,32743
38350,32776,32724,32788
38400,32808,36332,32752
38450,32764,32436,32900
38500,32796,32516,32820
38550,32756,32192,32737
38600,32764,33454,32820
38650,32760,35660,32858
38700,32796,37152,32647
38750,32770,32958,32692
38800,32680,36552,32730
38850,32816,37952,32748
38900,32828,33872,32800
38950,32778,28988,33028
39000,32784,30300,33062
39050,32632,23340,32784
39100,32756,30572,32500
39150,32784,31636,32732
39200,32808,27670,32758
39250,32720,42892,32692
39300,32832,26632,32652
39350,32788,37032,32680
39400,32732,30888,32869
39450,32826,31932,32765
39500,32719,35328,32900
39550,32832,30544,32737
39600,32784,53948,32663
39650,32862,27716,32798
39700,32804,31988,32692
39750,32801,25872,33096
39800,32792,32840,32809
39850,32828,22194,32866
39900,32716,39772,32888
39950,32852,36888,32732
40000,32708,30044,32680
40050,32864,30948,32860
40100,32856,32649,32695
40150,32784,47304,32704
40200,32716,32840,32872
40250,32720,32274,32692
40300,32808,31860,32804
40350,32780,32233,32667
40400,32832,31884,32702
40450,32740,32848,32775
40500,32846,32612,32884
40550,32800,32577,33068
40600,32832,32526,32704
40650,32812,32796,32903
40700,32812,32640,32961
40750,32828,32320,33084
40800,32825,32591,32684
40850,32740,32886,32848
40900,32768,32860,32892
40950,32792,33044,32612
41000,32804,32945,32844
41050,32780,32736,32572
41100,32788,33952,32820
41150,32848,32616,32712
41200,32836,32688,32678
41250,32848,31986,32996
41300,32804,32328,32872
41350,32800,32156,32902
41400,32796,38052,32881
41450,32804,33998,32880
41500,32741,31424,32940
41550,32776,32773,32506
41600,32844,33108,32858
41650,32676,32472,33554
41700,32836,32190,32724
41750,32878,32540,34124
41800,32764,32271,32452
41850,31980,32369,35808
41900,31800,31804,34640
41950,31276,32416,31996
42000,35060,30349,22680
42050,33540,34189,35978
42100,33408,31313,33996
42150,36548,27746,41600
42200,30056,29614,23616
42250,32441,33924,26573
42300,26086,35032,42092
42350,26273,28776,30938
42400,30716,33100,21908
42450,27970,32316,32472
42500,35168,37092,44892
42550,19680,32082,33092
42600,34004,32618,29753
42650,30612,32492,34236
42700,30016,33104,25344
42750,23152,32336,43736
42800,26904,32680,30972
42850,31596,30840,31716
42900,24084,32924,32058
42950,35892,33680,38628
43000,35276,31456,37628
43050,34544,33972,34060
43100,34520,33264,35212
43150,35300,32775,35724
43200,32464,31902,33165
43250,33872,32554,33140
43300,31656,31681,29764
43350,32228,32936,33162
43400,33292,31676,28000
43450,32956,32474,32488
43500,35388,32844,34120
43550,30876,32446,32528
43600,32812,32548,32830
43650,32896,32744,33100
43700,32860,35820,33104
43750,32780,32464,33004
