Sequence Number,Channel1,Channel2,Channel3
20600,32716,32925,32817
20650,32860,32868,33025
20700,33952,33069,32793
20750,33504,32812,32806
20800,33086,32620,32807
20850,33032,32620,32759
20900,33400,32800,32201
20950,32932,32871,32757
21000,32145,33017,33008
21050,32540,32991,33036
21100,32804,32913,32638
21150,33716,32796,32637
21200,31800,32948,32572
21250,33749,32758,32684
21300,33325,32965,32836
21350,32796,32972,32846
21400,32390,32965,32636
21450,33308,32716,32687
21500,33076,32847,32671
21550,33456,32769,32853
21600,33352,33048,32839
21650,33100,32756,32550
21700,32376,32761,32809
21750,33125,32782,32653
21800,33336,33030,33385
21850,31428,32812,32790
21900,32101,32929,32654
21950,27556,32796,32696
22000,35564,32599,33720
22050,33168,33084,32690
22100,28290,33248,34432
22150,28484,32552,32548
22200,32184,32637,32932
22250,31040,32519,33904
22300,31768,32792,32936
22350,32753,32737,33054
22400,30336,32861,33133
22450,32548,33278,32218
22500,34472,32775,32596
22550,31567,32931,32390
22600,32357,32905,32808
22650,35660,32677,33124
22700,33424,32951,32461
22750,33500,32953,32908
22800,32945,32948,32031
22850,32072,32568,32399
22900,33100,32680,32382
22950,32816,32948,33081
23000,32916,32672,32933
23050,33030,32733,33416
23100,33444,32628,32511
23150,33393,32758,32556
23200,32687,32888,32788
23250,32928,32959,32812
23300,31892,32807,32893
23350,32856,32772,32724
23400,33060,32941,32789
23450,33061,32731,32697
23500,32864,32650,32853
23550,32804,33001,32849
23600,31710,32923,33116
23650,33176,32904,32840
23700,33065,32899,32609
23750,33124,32773,32743
23800,33014,32832,32775
23850,33056,32911,32732
23900,32817,32717,32632
23950,32284,32601,32916
24000,32824,32852,32869
24050,31876,32925,32681
24100,33216,33221,32644
24150,33964,32826,32887
24200,34148,32786,32748
24250,33278,32832,33173
24300,33788,32887,33222
24350,34097,32741,33358
24400,32696,33040,32878
24450,34112,33007,31973
24500,33398,32764,33064
24550,32520,32876,33251
24600,33308,32775,33405
24650,30406,32696,34220
24700,30152,32812,33252
24750,32796,33068,32361
24800,32752,32405,32185
24850,33622,32588,32684
24900,33912,32725,32676
24950,33256,32663,32540
25000,35012,32798,32684
25050,33872,32773,32692
25100,31130,32900,34517
25150,35020,32824,33448
25200,31478,32832,32280
25250,32780,32924,33172
25300,32428,32792,33340
25350,34532,32608,32712
25400,35032,32873,32389
25450,32497,32940,33248
25500,33180,32951,33062
25550,31914,33113,32910
25600,32948,32611,31791
25650,34468,32799,32166
25700,32887,32943,32133
25750,33342,32892,32820
25800,32760,33031,32702
25850,32405,32916,33129
25900,32280,32929,33119
25950,32756,32791,32668
26000,33176,32964,32900
26050,32537,32793,33081
26100,32869,32881,32673
26150,32836,32836,32759
26200,33018,33028,32439
26250,32828,32561,32869
26300,31976,32804,32097
26350,31772,32914,33978
26400,32901,32707,32600
26450,32756,32764,32519
26500,32436,32892,32830
26550,32828,33012,32687
26600,32956,32985,32733
26650,32909,32840,32551
26700,32905,32870,32814
26750,32078,32946,32829
26800,33108,32676,32702
26850,35352,33023,32647
26900,34476,32784,32665
26950,34960,32766,32680
27000,33520,33057,32954
27050,30572,32795,32812
27100,32012,32980,32831
27150,34369,32852,32533
27200,31802,32750,32800
27250,30941,32569,32817
27300,33572,32880,32237
27350,31868,32901,32623
27400,30578,32980,34305
27450,32424,32993,33116
27500,26180,32848,32686
27550,34164,33066,33201
27600,34938,32728,32454
27650,33500,32815,32911
27700,38072,32740,34376
27750,30710,33153,32901
27800,37350,32973,33064
27850,35508,32655,32933
27900,35200,32500,32932
27950,33769,32856,31757
28000,34276,33020,33088
28050,31969,32903,32692
28100,35228,32544,32316
28150,31333,33252,32804
28200,29881,32548,33001
28250,33800,32742,32542
28300,33752,32900,32807
28350,32388,32551,32812
28400,30576,32792,32208
28450,33100,32793,32576
28500,33104,32540,32811
28550,33332,32821,33093
28600,33088,32681,32645
28650,32732,32625,32212
28700,33300,32740,32775
28750,32444,32985,33044
28800,32724,32828,32532
28850,32909,32840,32708
28900,32061,32713,32688
28950,32836,32868,32738
29000,32881,32727,32742
29050,32654,32983,32712
29100,32025,32660,32681
29150,32869,32853,32817
29200,32696,32599,32893
29250,32736,32857,32680
29300,33229,32721,32580
29350,32508,32767,32698
29400,32776,32676,32697
29450,33008,32715,32548
29500,32812,32740,32699
29550,32679,32704,33127
29600,32364,32497,32753
29650,33200,32718,32575
29700,33360,33109,32318
29750,33072,32829,32974
29800,31820,32718,32820
29850,33380,32924,33594
29900,32020,33094,32772
29950,32917,32848,32641
30000,32518,33088,32657
30050,30240,32760,33405
30100,33677,32828,33365
30150,35158,32712,32964
30200,30892,32764,31488
30250,31992,32860,32621
30300,32877,33316,32665
30350,33953,33126,33346
30400,33836,32455,33046
30450,32383,32649,31921
30500,36756,32769,33614
30550,30692,33016,32881
30600,34460,32724,32638
30650,35340,33111,33204
30700,31956,32570,33850
30750,29696,33466,31940
30800,32832,32638,36983
30850,33356,32489,32212
30900,34192,32519,32733
30950,29636,32225,33186
31000,32424,32388,32769
31050,31392,32993,32622
31100,33089,32524,31932
31150,31168,33169,32588
31200,32940,32594,34081
31250,31872,32686,32867
31300,32593,32845,33430
31350,31776,32900,32506
31400,33245,32902,33164
31450,31456,32704,32873
31500,32652,32908,32490
31550,31838,33421,32724
31600,32885,32868,32910
31650,33716,32426,32791
31700,32836,32720,32824
31750,32570,32806,32809
31800,33018,33116,32932
31850,31729,33017,32924
31900,33224,32997,32628
31950,32750,33196,32872
32000,32652,32726,32812
32050,32108,32786,32668
32100,32816,32736,32716
32150,32450,33097,32884
32200,32797,33028,33000
32250,32392,32936,32756
32300,32900,32887,32731
32350,32524,33159,32864
32400,33372,32781,32840
32450,33396,32750,32589
32500,32164,32718,32903
32550,32740,32827,32812
32600,32224,32810,33004
32650,33680,32861,32204
32700,32278,32897,32775
32750,28305,32556,34256
32800,32792,32885,32967
32850,33444,32775,32383
32900,32975,32877,32608
32950,28322,33092,33062
33000,34444,32750,34708
33050,29156,32533,33636
33100,34448,32961,32892
33150,32544,33010,37079
33200,33685,32674,31012
33250,32484,33044,33308
33300,28692,32980,35598
33350,31076,32932,31150
33400,36752,33001,34344
33450,33832,32772,33092
33500,31820,32750,33020
33550,31900,32775,32052
33600,28356,33276,32968
33650,29784,32802,33037
33700,31200,32868,32197
33750,33664,32732,32364
33800,32300,32997,33128
33850,31441,32520,32576
33900,32236,32735,33308
33950,28920,33252,33466
34000,32321,32724,33124
34050,33144,32764,32824
34100,33424,32872,32787
34150,28808,32874,32983
34200,32868,32751,32798
34250,33716,32641,32916
34300,32844,32838,32727
34350,31888,33031,32780
34400,32864,32829,32617
34450,32596,32702,32892
34500,32956,33048,32469
34550,32916,32863,32340
34600,32700,32711,33028
34650,33040,32724,33212
34700,32773,32688,32944
34750,32872,32924,32806
34800,32800,32732,32737
34850,32848,32927,32725
34900,32860,32678,32792
34950,32798,32750,32737
35000,32852,33012,32896
35050,32848,33580,32640
35100,32740,32740,32760
35150,32892,32744,32797
35200,32769,32864,32720
35250,32848,32932,32725
35300,32911,32804,32911
35350,32614,32963,32572
35400,32832,32821,32913
35450,32832,32692,32668
35500,32864,32929,32673
35550,32744,32792,32802
35600,32716,32924,32836
35650,32780,32925,32800
35700,32832,32852,32757
35750,32748,32913,32722
35800,32728,32744,32803
35850,32780,32836,32652
35900,32776,32704,32844
35950,32844,32825,32617
36000,32800,32679,32648
36050,32844,32726,33093
36100,32800,32966,32782
36150,32756,33026,32956
36200,32824,32935,32828
36250,32826,32775,32895
36300,32800,32973,32816
36350,32774,32892,32919
36400,32781,32830,32714
36450,32814,32967,32769
36500,32792,32735,32740
36550,32796,32711,32903
36600,32775,33020,32697
36650,32735,32689,32788
36700,32788,32846,32732
36750,32856,32918,32870
36800,32844,32713,32702
36850,32772,32749,32832
36900,32828,32830,32537
36950,32768,32948,32821
37000,32788,32691,32801
