Sequence Number,Channel1,Channel2,Channel3
4550,32816,32884,32728
4600,32864,32802,32815
4650,32756,33009,32826
4700,32880,32892,32766
4750,32853,32716,32792
4800,32781,32749,32735
4850,32696,32632,32685
4900,32761,32740,32824
4950,32812,32872,32695
5000,32844,32660,32719
5050,32824,32932,32799
5100,32846,32936,32820
5150,32832,32977,32768
5200,32625,32934,32816
5250,32864,32836,32804
5300,32796,32815,32783
5350,32868,32975,32815
5400,32816,32940,32792
5450,33204,32871,32788
5500,32824,32789,32709
5550,32983,32932,32769
5600,32934,32878,32734
5650,33088,32869,32821
5700,32678,32464,32679
5750,32804,33092,32686
5800,31758,32740,32774
5850,32808,33015,32847
5900,33376,33069,32676
5950,32192,32745,32857
6000,32708,32792,32852
6050,32120,32945,32752
6100,32884,32837,32533
6150,32784,32732,32013
6200,32828,32716,32568
6250,32708,32709,33141
6300,32760,32823,32663
6350,32824,32647,32607
6400,32812,32989,32784
6450,32752,32856,32492
6500,32836,32840,32740
6550,32800,32988,32893
6600,32908,32988,32716
6650,32772,32716,32630
6700,32765,33031,32730
6750,32828,32916,32837
6800,32656,32786,32724
6850,32856,32887,32787
6900,32765,32999,32624
6950,32813,32709,32710
7000,32856,32864,32837
7050,32728,32932,32708
7100,32888,32609,32524
7150,32804,32901,32757
7200,32816,32676,32661
7250,32812,32692,32691
7300,32876,32933,32727
7350,32829,32693,32636
7400,32833,32912,32759
7450,33224,33041,32929
7500,33280,32805,32676
7550,32960,32800,32772
7600,32936,32756,32772
7650,33109,32925,32708
7700,32837,32788,32711
7750,33168,32772,32910
7800,33832,32988,32670
7850,32508,33073,32872
7900,32885,32572,32748
7950,32916,32839,32729
8000,32160,33037,32932
8050,32968,32857,32820
8100,32462,32972,32976
8150,33212,32756,32679
8200,32656,32752,32720
8250,32644,32740,32775
8300,30724,32739,33030
8350,32949,33012,34004
8400,33620,32671,32252
8450,33604,32919,32468
8500,34148,33076,31341
8550,33104,32916,35196
8600,32776,32637,32468
8650,34440,32668,35335
8700,34364,33031,31618
8750,35508,32607,31844
8800,29796,32677,34196
8850,33464,32404,35042
8900,31944,32743,32697
8950,32046,32772,32768
9000,33928,32796,33017
9050,33217,32814,32628
9100,34620,32746,32304
9150,35916,32721,32674
9200,33284,32858,32716
9250,29444,32812,32945
9300,30572,32986,33347
9350,33660,32925,32653
9400,35084,32756,32724
9450,34368,32928,32796
9500,35501,32506,32800
9550,30620,32916,32692
9600,31640,32668,32775
9650,34984,32713,32708
9700,34700,32912,32751
9750,34372,32869,33016
9800,32744,32916,32708
9850,32796,32669,32860
9900,32297,32948,32887
9950,33538,32788,32773
10000,33188,32869,32592
10050,32668,32853,32440
10100,33012,32612,31552
10150,32844,33047,33284
10200,33068,32917,32765
10250,33116,32794,32845
10300,32628,32935,32642
10350,32916,32946,32820
10400,32860,32933,32852
10450,32832,32840,32781
10500,32824,32991,32828
10550,32704,33023,32676
10600,32805,32893,32943
10650,32830,32940,32764
10700,32745,32743,32573
10750,32828,32749,33167
10800,32905,32920,32696
10850,32844,32935,32693
10900,32900,32924,32677
10950,31424,32724,33197
11000,32876,32948,32888
11050,32340,33028,31543
11100,31528,32752,32892
11150,32708,32969,32756
11200,33644,32585,32632
11250,33584,32774,34360
11300,31793,32940,34582
11350,32696,33021,36125
11400,32764,32800,27348
11450,32940,32676,32081
11500,32156,32541,32381
11550,31328,32617,32637
11600,30904,32862,33021
11650,32384,32571,32836
11700,33456,32788,32903
11750,31630,32945,32812
11800,34092,32630,32460
11850,33312,32935,32657
11900,32744,32908,32564
11950,33576,32932,32504
12000,33524,32775,32690
12050,32040,32919,32473
12100,31548,32801,32676
12150,32540,32948,32820
12200,33065,32847,32834
12250,32372,32697,32758
12300,31868,33046,32767
12350,33132,32585,32874
12400,32913,32848,32640
12450,31692,32909,32837
12500,32484,33004,32614
12550,33648,32714,32757
12600,32832,32704,32785
12650,32792,32685,32693
12700,32728,32967,32535
12750,32592,32877,32440
12800,32696,32917,28580
12850,31224,32742,33254
12900,32780,33036,32880
12950,32826,32990,31916
13000,32732,32837,33104
13050,32826,32844,32848
13100,32876,32716,33913
13150,32832,32945,32713
13200,32728,32941,32809
13250,32782,32613,32767
13300,32808,32704,32753
13350,32796,32893,32695
13400,32788,33116,32748
13450,33664,32708,32675
13500,33480,32740,32792
13550,33586,32908,32718
13600,31940,32572,32630
13650,34159,32865,32202
13700,32832,32948,32652
13750,33324,32953,32024
13800,31511,33044,30543
13850,32472,32700,33396
13900,33308,33100,31817
13950,34580,32580,35404
14000,30461,32720,29516
14050,33460,32750,41832
14100,30452,32756,31909
14150,31404,32884,32701
14200,34500,32992,32807
14250,32781,32949,32888
14300,33248,32758,32840
14350,33624,32735,32636
14400,31504,32769,32384
14450,31972,32631,32532
14500,28280,33024,32428
14550,33936,32834,32725
14600,32204,33388,32837
14650,33760,32866,32726
14700,33964,32596,32900
14750,33400,33028,32696
14800,32580,32760,32961
14850,31156,32973,32772
14900,33236,32980,32726
14950,32590,32740,32784
15000,32943,33062,32709
15050,32852,32743,32655
15100,32454,33031,31183
15150,32788,32656,34276
15200,32049,32604,33044
15250,32749,33023,31932
15300,32888,32961,31888
15350,32788,32735,32718
15400,32832,32719,32720
15450,32812,32942,32703
15500,32808,32399,32756
15550,32784,33140,32762
15600,32796,32909,32881
15650,32812,32833,32793
15700,32888,32765,32853
15750,33628,32977,32800
15800,33480,32586,32833
15850,32980,32804,32884
15900,32340,32628,32519
15950,32980,33028,32359
16000,32664,32789,32438
16050,32461,32709,32159
16100,32760,32869,33132
16150,31416,32700,32220
16200,32152,32800,31631
16250,31770,32916,29565
16300,30796,32889,33327
16350,33964,32544,31672
16400,31132,33028,34404
16450,32596,32800,28268
16500,32412,32644,27980
16550,33512,32600,35228
16600,31684,32884,30317
16650,32756,32689,31108
16700,35817,32684,33108
16750,31532,32996,33190
16800,30980,32940,32984
16850,30668,32702,32732
16900,27680,33092,32645
16950,33648,32883,32615
17000,32640,32865,32620
17050,32740,32714,32841
17100,34472,32712,32888
17150,30080,32868,32713
17200,33868,32924,32811
17250,24912,32892,32900
17300,33904,32767,32580
17350,34364,32575,32828
17400,33328,32836,32800
17450,33192,32780,32793
17500,31816,32892,32825
17550,26929,32996,32704
17600,32456,32568,32781
17650,31700,32677,32671
17700,33372,32615,32716
17750,32796,32735,32127
17800,31909,33044,29524
17850,32896,32716,33576
17900,32465,32782,33576
17950,32820,32798,32660
18000,32832,32891,32602
18050,32868,32903,33031
18100,32852,32892,32657
18150,32821,32741,31828
18200,32808,32721,32640
18250,32792,32932,32766
18300,32681,32806,32773
18350,33772,32885,32542
18400,32852,32993,32629
18450,32586,32966,32669
18500,32892,32888,32817
18550,32828,32815,32756
18600,31280,32949,32544
18650,32796,32733,32716
18700,33313,33001,32513
18750,32556,32999,32689
18800,34804,32668,32076
18850,30304,32644,32438
18900,33276,32921,33542
18950,30492,32903,33237
19000,31016,32696,31573
19050,32500,32828,31926
19100,34068,32752,30991
19150,33206,32572,32752
19200,31892,32904,33993
19250,31992,32816,24889
19300,33264,33156,32018
19350,33244,32932,32327
19400,31328,32941,32356
19450,32756,32992,32712
19500,31772,32756,33005
19550,31676,32876,32556
19600,30852,32925,32570
19650,34025,32821,32562
19700,33345,32804,32711
19750,30160,32745,32093
19800,32072,32740,33028
19850,33121,32869,32844
19900,33193,32772,32916
19950,33180,32824,32811
20000,33286,32828,32853
20050,32816,32574,32827
20100,32817,32936,32684
20150,32284,32925,32828
20200,32884,32936,32792
20250,33360,32640,32692
20300,33029,32717,32780
20350,33188,32844,32773
20400,33152,32995,32585
20450,32736,32697,32777
20500,32685,32924,32713
20550,32784,32720,32661
20600,32828,32684,32704
20650,32800,32719,32521
20700,32816,32927,32619
20750,32800,32916,32524
20800,32861,32724,32751
20850,32848,32752,32068
